Fraud Alert ID,Suspicious Transaction ID,Alert Date,Alert Type,Alert Description
9c8455be-72f6-4e8d-8d9f-68f5c1d9cf7f,8739577c-269f-457f-8267-ac23274b5d69,2023-06-18 23:32:21,Chargeback,Why create record expect box along worker.
c103bcf4-8ac1-4808-bdcc-27f8e10ae472,73e60621-4035-447d-9fd4-5b4a1443e4dc,2023-04-11 05:06:51,Chargeback,Career task much give.
281c1fd8-68d9-4fe7-b8f7-9508c7ca113e,d72e44cd-f59b-4997-b70a-851dae99a9c5,2023-07-15 19:12:08,Chargeback,Act season as candidate military.
c525f70f-154a-498c-8c79-4ca813d5c800,59c17d3f-1af2-4e7b-9b90-5fdfdea4ac89,2023-07-19 12:42:23,Chargeback,Performance before home article few.
7d196cc5-e550-44c9-aa50-c754cafd2b9b,786af41b-ea25-40f2-a7a4-afe19209e24d,2023-02-07 03:20:34,Chargeback,Condition build people want.
31950705-c0cb-47ae-9271-2c5594d2219d,7c81f14e-afb7-4e15-be6a-250d432adcbd,2023-05-02 03:08:44,Suspicious Activity,Clearly manage specific few.
38869a08-56b7-4241-a6ab-9366372b08d5,d107a04e-0a2c-44b3-981f-508d8b516ba8,2023-02-17 06:16:05,Suspicious Activity,Ten gas arm draw late fight sign.
a07d3184-6184-429c-9485-b324aea4206a,978e086e-662e-4240-957c-e04cb485225d,2023-08-05 10:13:39,Suspicious Activity,Day cover improve teacher improve form suggest computer.
295470e1-3dc8-4321-b665-ad9ff76c543c,9a2794f1-e0b4-4416-9959-858aed661655,2023-05-15 04:39:24,Suspicious Activity,Without region treatment whether it dog eight.
934ec47e-6c80-4345-b4d9-86331f9480f6,e2bc002a-4194-405c-af82-bab824b7aa53,2023-05-19 13:34:22,Suspicious Activity,Meet she plant teacher city.
1e515b39-ece8-4a7b-a240-848fd498549c,6f97984e-2355-4d40-b5bd-b39c48db106d,2023-04-11 03:00:52,Suspicious Activity,Recognize road until reach.
82bfd257-c3d9-4789-b392-3ecc4cfdfcad,8f4d3ec9-caf3-46b3-a69d-38570d4ff93d,2023-04-09 22:06:56,Chargeback,Paper cause expert lose.
7f993230-3d7b-4d4d-ae81-ce35df8d7c30,ca07ac34-61ce-41ea-8783-a1190bd01e50,2023-05-24 22:02:17,Suspicious Activity,Traditional impact ok run deep knowledge blue.
92dac3d0-6a78-468f-82f4-ea92ada62182,bd9c4b65-0d62-4b5d-bb9b-60fdc7d2c9b2,2023-01-29 21:41:18,Suspicious Activity,Fire paper church fish space ball heavy much.
8736735d-4103-4396-b630-7cf71fa8d556,8339a6e2-3bc7-4240-88c2-c83c71db7f3c,2023-07-08 16:11:33,Chargeback,Training and member mother pattern money above product.
97e2ed18-b7b9-46cd-973f-a30d8c3ffff4,ad11c295-e7b2-44cb-9b61-18734ffa872c,2023-08-15 18:52:51,Chargeback,Education little green foreign Congress require nice.
24202bab-de9f-4666-abc5-1c8ded4c64f0,1971d041-b046-41fa-8f09-dcb20ca12458,2023-03-23 11:58:52,Suspicious Activity,School crime season wide need cost.
15cc2b3c-a6f4-4f62-8ddd-1e629d814f49,d3d1ab42-6672-4113-b8e1-c3109012e22a,2023-03-14 21:31:54,Chargeback,Company hand build character candidate several also company.
4c86245e-6158-4d35-ac71-2c881aa3c513,f574f5a6-dcbf-469f-8327-a6c2abff0284,2023-02-11 03:43:24,Suspicious Activity,Choice cold wife live box bank race management.
51b59439-0ea3-468a-acf2-a7c579b8aa66,adf7f95d-8540-4b87-89bd-87522002c881,2023-02-23 14:23:08,Chargeback,Forget even before remember design for.
0060365e-55b6-4de6-ab9e-d13015636db2,78671ea2-de65-45ae-8e2c-d6ac77fd23b0,2023-07-26 19:37:35,Suspicious Activity,Democrat skill factor series final rich stage hope.
7caea635-1f03-434b-9cad-3cf87099028b,14c0ed4d-6e1c-484d-a333-a1d96964420f,2023-04-13 10:58:59,Chargeback,List practice discuss still major scientist.
a753579a-5214-4306-b2d9-8989d4a81680,d9298c12-d569-4b9a-ba94-378a30efabf2,2023-05-20 23:17:07,Chargeback,Certainly contain bank political wish second score.
0ae15d52-56a6-432d-ad52-2bf2d0427398,9b3b4783-b0f6-4999-af8c-4744bef4ee7d,2023-05-04 06:05:49,Chargeback,Kitchen have feel executive any law.
b15c7b69-3d73-40db-b67e-2cffcc403f41,09af8de5-1b0f-4f6f-89ce-16bb75020422,2023-01-15 03:50:11,Chargeback,Easy relate truth issue current area from.
0f82dff1-4bd5-4e6c-81b5-4b15f7580b29,e952c8f6-6edd-477e-808b-9e7a614649b5,2023-03-01 19:54:33,Suspicious Activity,Clear officer get soon miss budget significant.
fcbf9456-7eca-47c4-906d-b69f51684b84,37bbddbc-3f8b-4b3c-87d4-a6d52ddb77c1,2023-03-15 14:02:31,Suspicious Activity,Act again record property.
cb2584a6-39cb-4cc0-af2d-89fd3f5a0c42,296fbd62-3b88-4c65-855d-a538e28fe1ef,2023-03-18 06:51:36,Suspicious Activity,Bill player tend fly research maybe suggest.
46be2993-0487-4c00-901c-0464f323fe42,01413ff9-03aa-4348-b443-e4ccc4ce00ea,2023-01-31 01:10:31,Suspicious Activity,Red address candidate follow few glass dark.
157e5644-35ef-458d-b46e-4de0ff5e2c43,7fe599a0-3247-46ed-9e97-5e18b28bb873,2023-05-10 02:10:44,Suspicious Activity,Away product laugh voice prove.
dac73ca8-216c-47fe-aa41-e3aa6c3b6886,e216db51-7990-4e11-8a21-c34f45d4f85e,2023-07-22 17:16:04,Chargeback,Force center painting can.
37115c16-0972-4f26-92e1-f64e96ee6910,8efef6d8-9baa-4eed-9a48-08e5f8ff2b07,2023-06-16 15:28:33,Chargeback,Main those change foot none.
42f5cc62-4c81-4194-aa82-622483834ce2,0efadf50-7786-41e6-9ff2-df544ce0828f,2023-05-06 18:51:58,Chargeback,Beyond arrive after everything interesting doctor.
e0f24127-6fae-44ea-bc6a-57cac7ef5a11,0f648dfe-1158-4aa9-af54-403cf221a4f8,2023-04-14 08:04:18,Suspicious Activity,Hope letter method benefit.
f1ee17a9-fb1d-4b98-ba9a-b1bd6c30025e,cf90832e-da36-4f1b-9644-a01ff6514935,2023-04-18 17:09:35,Suspicious Activity,Safe run want relationship.
2fc2b6f7-aa3d-4d86-9fe9-4a2ae565abf1,e367dcc8-6ee6-41b1-bcbc-26f48a9b2582,2023-02-25 13:29:11,Chargeback,Consider experience ahead agreement.
9cc1ca2f-8445-4c72-b2b6-81aae28ea509,d6e02d35-c2e4-47c8-9f37-cfb12fcce47f,2023-01-22 13:37:48,Chargeback,Must quality reflect so.
fd6ece3e-831a-4137-83af-1ce08c13c963,72312963-c980-48d1-b638-29293d475fc2,2023-04-18 04:49:20,Chargeback,Member trade yourself fund mouth.
6b6f822c-12c0-44ff-bbe5-da8b5252b768,89530735-4f01-4443-b836-e0ec8bb71511,2023-05-25 14:55:54,Chargeback,Talk onto again world.
7e8db69f-6e0b-4734-a4ea-495a67a7cc4d,b225169c-588f-4bf6-a82e-86259c31db8b,2023-02-25 22:46:53,Chargeback,Lay police several score argue.
ca447092-36e7-4cb8-a525-6a2f594ccac6,19a186f9-cb6f-4de7-b0a3-9699dc27f624,2023-04-16 06:35:15,Suspicious Activity,Very model may whatever physical these.
b5269b22-ae31-460b-b1d9-b54d747e92c8,737782e4-c6b3-4dc4-a3d7-0367221e1fb4,2023-03-08 20:01:09,Chargeback,Account summer senior bag.
2bf86901-a8bc-4fe2-8f1a-4e55da2a60c3,1e0a9fd2-9eaf-44eb-984a-f6face7d8c5f,2023-08-13 10:56:29,Chargeback,Perhaps section news blue course shoulder.
09685fa1-8650-402e-838b-52256c047ad4,cc7d2d6d-5fe3-4208-8493-5137ef014579,2023-03-19 04:33:40,Suspicious Activity,Buy stuff mission suggest child our tend.
70a54fa4-2d2a-46e5-adc8-12fe298159dc,ee39f027-bc98-4a0d-8a47-ecd044338082,2023-01-25 04:15:58,Suspicious Activity,Himself common into.
dd89e34e-b24f-4e63-b3a9-3d081bdbe545,20086301-3ac6-421d-b9ba-7370862d4555,2023-02-14 08:42:52,Suspicious Activity,Activity sign strategy teacher task.
d194a36a-5ba3-470a-a21b-9edd76260098,c041588b-c594-48d5-ac06-fa1900e4b095,2023-07-04 21:06:33,Suspicious Activity,Record season blue week.
24a5d141-2b84-4b79-80cb-b405a80532bb,20086301-3ac6-421d-b9ba-7370862d4555,2023-01-20 11:35:45,Chargeback,Behavior course name claim have price share.
e72dfc2e-4edc-4e24-991f-b34d6f368a2b,63a0848c-2789-4397-ab40-81ec4b39d44a,2023-07-20 21:31:46,Chargeback,Catch important hot carry social four both realize.
d2cc47de-078a-491d-8cab-396ac3131feb,396b8bbf-1ef8-4527-81c6-70f368155fb9,2023-05-17 11:36:22,Chargeback,Hour human actually finally democratic knowledge.
486a3c12-d66c-4bb1-b3bc-10f314309be2,5a30c17e-0e6b-4d3c-8306-a48a789346a5,2023-01-15 20:27:14,Suspicious Activity,Value treatment prepare economy set really.
b6911308-5673-4a96-9951-fe32a917a82f,8cb06049-d9db-4d0a-9321-f46c15409b38,2023-07-23 04:33:50,Chargeback,Machine business over prove.
8d13d39b-e47a-4bc7-a33e-596c9d944b35,12c67dc8-9db9-4714-81f8-014a1a5ec06f,2023-07-17 00:59:07,Suspicious Activity,Data last seek anything hope tax.
3b36b82e-dfa9-42ce-9aac-502f40c6fdbe,485814be-9b21-44b4-b6c4-ffecde22d25c,2023-04-15 14:53:22,Chargeback,Difference significant work four future author pick bag.
9019cfa8-85b3-4507-9af8-05ff04c1bbd7,5d244350-9ce3-4851-9803-fbac9097ab47,2023-01-19 12:21:55,Suspicious Activity,Already successful off hotel when.
0499aed5-4f00-44bc-beda-3798086eb1f4,9cfa4550-ff27-4bba-8838-1515cd447696,2023-08-19 21:09:24,Suspicious Activity,Somebody occur after.
5dea1348-b749-4ea3-8e91-e4df2b2b361f,c6c9688a-eb3c-4426-8073-fa8048e31dea,2023-03-17 10:19:32,Suspicious Activity,Ago threat drug back street.
7e18976b-731f-44e5-ad8e-cbc7e353a6f9,449c46b0-c10a-472e-9b87-4f5692dd2e8e,2023-01-26 17:04:27,Chargeback,Tend woman end thank.
dd1d06b7-b0d5-4401-a707-26e566c33094,56a46368-f5ef-4f40-848d-e98d3f691f0d,2023-02-25 22:15:48,Suspicious Activity,Public street appear at another sit.
18f93c19-450c-45b6-935d-ff352449d4a7,92c70d72-3837-4726-9797-4ce28a79fdf0,2023-06-17 02:55:15,Suspicious Activity,Whole number its force stop either season.
b8351cd2-d8f9-468d-928d-526614e24c53,751ba697-918f-4af3-bc2a-67925cb5b6eb,2023-02-18 03:18:31,Suspicious Activity,Character fact act admit example produce eye sort.
dc4e4ce5-2a0a-4751-a8d8-b6041b36711d,ea77e593-a6d4-4e26-9568-3682f75e4f5a,2023-07-28 01:28:27,Suspicious Activity,Rest reach treatment.
64594a97-c08d-42f4-a73a-1b2ece1e8ff8,0cc5a56d-a8d8-486e-adda-dca32ddeaad5,2023-03-13 06:52:18,Suspicious Activity,Player throw baby source body attention together case.
cdc6bdd8-6931-475b-9ca8-75c1f53fa34b,c2cbcdc9-22bb-4866-92a2-8312447633d8,2023-03-18 15:44:01,Chargeback,Few care answer I still program.
e0e641b5-af39-4f14-a060-5d4a5d0b802e,6fafe77e-151e-45cc-a272-54a49aa7a3bc,2023-01-18 20:53:22,Chargeback,Try side station find million.
4e6d4e2b-685c-4304-ad1f-d0f188332fb5,d72e44cd-f59b-4997-b70a-851dae99a9c5,2023-08-10 10:39:41,Chargeback,That number result service provide likely hit.
d2bb1c72-0df1-465d-87ca-fd3fd42f5ddd,639dba07-ed38-4653-a95e-0e7ecb70a7c4,2023-04-24 16:39:54,Chargeback,Look shoulder night week fish future.
b6dfa553-f1e8-47c0-babb-482815b8e426,931787b0-e463-4bfa-bdc4-3d1a017677a8,2023-05-23 05:39:24,Suspicious Activity,Stage simple lot when drop home attack.
3bf3c2b8-92ed-4597-a948-27980b9cfe46,06bbbbda-9b13-4495-990b-0d27ad6bb56b,2023-04-10 10:45:03,Suspicious Activity,Start deep even very.
bf0a9e98-3ec0-4ce1-8fa8-2f48ef435a66,8816827b-e632-4fdc-9cde-28c0aac1b417,2023-06-08 10:21:45,Chargeback,Allow research look force.
08707a4a-3a0d-4b57-9784-a8d22653b4a9,abcab355-c78b-4e80-a9d0-4f65c0665e70,2023-04-07 13:10:35,Suspicious Activity,Movement oil case floor trouble guy.
abed169c-9549-45f7-83bf-2ba0e81376aa,7206307d-d1aa-4927-b341-ec32e3632410,2023-07-25 18:39:41,Suspicious Activity,Run manager hour risk view onto cover.
52809421-acb0-464e-b834-adadfc2377d7,1f1ee204-e728-4e26-9edf-6b3f9c40c3c0,2023-03-15 20:45:06,Suspicious Activity,Skin person act.
86956530-e89d-4fe9-a39e-8197ed22e453,b7a3784a-ce42-4fa0-ab22-667c75196201,2023-01-12 00:31:24,Chargeback,Congress watch officer west war wonder while Democrat.
f2be7486-3a12-4807-bc3d-9486a8dc3e4d,7ab8723a-82d6-4b34-839e-6bfa89a61d01,2023-05-27 00:40:42,Chargeback,Child wrong carry bank training.
48308d77-9606-422f-b76e-70532eeea7f3,18758d96-1a8f-4694-a534-f72b1961003f,2023-01-25 01:22:04,Suspicious Activity,Activity course option detail.
fa80fb2e-2f38-4ee7-99fa-d776ff7d62de,e13799b1-93a9-4b08-a8f5-f12c3b8ec915,2023-01-31 20:18:39,Chargeback,Night again sport sit drive.
19016c2d-2ca3-440c-be16-f2588a367e1c,53f08f45-a430-4df0-9202-c72ce55481d7,2023-01-28 07:40:54,Chargeback,Really PM practice word behavior election.
f5958f17-af37-43eb-ad54-fe0b1ae0f002,f2de17c4-c818-4ab9-9857-9a28e4e70c34,2023-01-10 05:55:20,Suspicious Activity,Will property yard scene view.
77b79280-71ca-486b-ae63-031723f79cb2,c1873390-4bad-4f61-b4c8-220592e6223d,2023-05-20 22:05:55,Suspicious Activity,Society animal western project its.
662c610a-2a44-4acc-a994-4f4366588222,cdc7e023-fd04-4796-a979-50d84f63dddb,2023-02-22 20:07:03,Chargeback,Election apply really apply medical detail.
ef6cdfdd-77d2-4771-9f4b-b2b3066cefa9,cb017ad5-56a0-49a2-93b8-5d60252e3897,2023-05-27 05:32:35,Suspicious Activity,Must technology five create story.
cb1fc165-0e49-433f-8e2e-158ebb2e4f04,b7f36457-9788-4cb6-a970-179d64c3ab27,2023-05-14 21:30:37,Suspicious Activity,Common fish performance discover concern girl.
efb3b558-fa16-412b-bf9d-874ea497ca9f,d0dd267d-8ace-44bf-868e-6e551fbd6be6,2023-03-20 19:13:59,Suspicious Activity,Organization make final new wall.
d9bef1e4-6f50-4c02-a0f1-fdf5b803b645,58b427d4-780a-4c1d-9008-f77d360dbbc1,2023-04-03 11:49:04,Suspicious Activity,Reason game eight health product.
70c8aaeb-352c-45ee-bda1-5902bbd73794,75985a2a-e9d5-4141-baf2-dfd5aa8fbe79,2023-01-15 08:04:36,Chargeback,Very else but pick power few close.
71a152ac-507d-4891-b850-e530f543f5ae,05aa3d04-fe46-4f16-831e-898d00b485e1,2023-07-05 07:26:14,Suspicious Activity,Can address building address letter production.
4795a4ab-21dc-4621-a56d-5e259aab33e7,012e7c43-d8f2-469d-9534-7cf703fedca5,2023-01-31 01:15:38,Suspicious Activity,When story behavior recognize sport.
b20c0bbf-ff56-475b-8a6e-365983634f19,f3c0043f-6acc-4398-bab5-6b11695c8240,2023-05-22 21:04:32,Suspicious Activity,Prove fight well.
e9e0ecb6-e1f1-4302-8285-1797ef073a1d,fb77813f-0174-464f-a7e1-978ceb46b7a8,2023-03-09 03:11:08,Chargeback,Example church report since sort past room.
2e429304-46b2-4fb4-8912-f2f8a6cb8302,c36f949d-2676-45ac-827a-e16c3eed18ea,2023-02-03 16:46:33,Chargeback,Film every specific good.
31e145dc-cd1b-46e6-901e-e0a9491dd0ab,42f35c2b-0af2-447f-b3e3-846ea7606da2,2023-07-10 16:27:26,Suspicious Activity,Control per former very around.
cb9e4268-3395-44c2-a06b-996c118a2740,bea05ffe-e4db-457f-91b5-a6f7ea51bf11,2023-05-12 19:54:35,Suspicious Activity,Provide politics voice throw camera all west.
ed4ee395-900f-47ff-b597-b86479cb77cb,43734441-635e-4c17-9f21-a9c5391a1e5d,2023-07-12 04:31:01,Chargeback,Individual box last around material local fish.
66555bb1-c286-44c1-8c5d-9faf76114157,f4ce77d1-ed64-4953-ab49-bba99cf5f673,2023-04-20 14:37:42,Chargeback,From rest save.
ac9df5f7-b914-4733-bed7-92f08e82985f,cb5bf78c-01c7-4298-9916-a82e2266e9e8,2023-07-13 15:44:57,Chargeback,Over subject education white huge this very.
e3bc2f5e-2243-493c-974e-eb62917f77ba,5b5a3dab-116a-4d32-ab7c-249a7542ee46,2023-08-11 07:50:57,Chargeback,Where apply life.
097b1489-4118-4862-b1b1-5757615906ce,de89fb54-62b8-4249-8dec-c03c5ebbcf4b,2023-08-02 20:31:32,Suspicious Activity,Explain you million.
1e1febe5-100f-41ef-a7d9-65eaec5ed87b,93e104fb-65bf-46de-bf79-94285005cedb,2023-06-22 07:05:21,Suspicious Activity,Fish late expert million performance lead find about.
0f5fb24e-44f0-4f55-862f-9d5a45908d25,118dab07-ab5b-44c6-9a72-e038e0993056,2023-02-05 11:28:59,Chargeback,Share mouth seek small someone thought including fall.
b35e6172-9789-45d5-97e5-fa391cbab771,0d347c49-8285-4921-82e1-5b4f8874ffcd,2023-03-17 20:24:34,Chargeback,Three east present go shoulder than system week.
4150cc1c-88ef-4bb0-ba74-b4f41b95495e,b57c5416-c8ed-490c-a7eb-4e3f95e57179,2023-03-11 04:00:30,Suspicious Activity,Yet sport free.
b4b48b51-c91c-45e3-8870-ba8e1af0d284,41af4bbe-9f3c-44ab-a29a-c9808b8dbea4,2023-07-17 10:06:06,Chargeback,Hear fly early senior word total nation benefit.
739c3be1-0dac-4822-b3b4-698f19805fb0,1eb025f3-320b-4168-96ca-db42805cd93c,2023-02-05 12:56:44,Chargeback,Us never short sport consumer compare.
5fb509fa-fba6-49d7-9318-8e6164ed5fe4,c0b98d46-d497-41a5-a27c-697d9ab0392a,2023-03-17 08:27:55,Suspicious Activity,Team money too international old make week side.
4f96e563-65d1-4740-9891-1f0e50eaf5c5,90be1048-304f-49b2-9fde-0817705177f7,2023-06-18 09:31:39,Suspicious Activity,Nature where various record garden mean.
17385a4c-0f83-4b8c-a60e-d0f8032cb4cf,20086301-3ac6-421d-b9ba-7370862d4555,2023-04-08 06:32:25,Suspicious Activity,True yourself picture build within.
