Alert ID,Transaction ID,Alert Date,Alert Type,Alert Description
493fb64b-5db8-4a15-93d4-abcf49ad92a4,a52e8a7e-2f35-4869-bad6-53bf5bf52a22,2023-01-14 10:55:49,Chargeback,Argue certain design inside.
c21c2b25-2c87-44cb-8f12-85ea08ba110c,9bbdebcc-727e-4af9-a03d-f6e1b987e0c8,2023-03-25 01:45:43,Chargeback,Remain turn clearly until quite.
b809626e-54ef-4efb-b5dd-8e6cfede35a7,f8d25318-0253-48d3-8584-b1ffb4c5a8a8,2023-06-08 04:32:53,Suspicious Activity,Hope him stock next hot sell matter.
cc7332bd-7dc9-4b66-8dae-91aabe0d002d,04413012-e4d2-44f0-b0f1-25f556a73c0c,2023-02-14 19:16:55,Suspicious Activity,Best reduce newspaper fact.
7d58ad2d-6a7f-4eea-9eaf-37edbabc6910,144314f7-8fda-4088-a825-90a9cd8c50bf,2023-06-13 09:18:54,Suspicious Activity,Culture less open somebody knowledge.
df5fa134-fa05-4103-9ca8-b630b4575cf2,5d634c86-b7ba-44ec-b745-e56575570d77,2023-03-05 19:57:02,Chargeback,President me interview response race.
c8feca80-3679-4c1b-9192-e0321557e3be,c30a77af-2036-4f4a-98e9-85160096068a,2023-06-18 19:09:04,Suspicious Activity,Style quality recognize force save big.
644a9de8-92e5-49d7-b291-4139469a5f39,4ca4b13c-a6aa-4b69-9c69-c0dbf4900443,2023-05-04 04:54:28,Chargeback,Hospital about science western my.
80dc2771-6f41-4392-83e4-9c4c23ed0fe8,34a073ca-d601-4603-a530-f5df7caf5648,2023-05-08 06:12:26,Suspicious Activity,Wide bad operation thought some investment task.
015ff9d2-9f7d-42b1-a360-8b5f8968a82c,df9b3e7a-b111-4fab-b923-913b657d9396,2023-04-13 17:57:04,Chargeback,Defense relate body she.
909fcfd8-dac3-4b39-b308-9f65d2510a2a,3d0d4208-83ec-4b8d-832e-215076f88909,2023-06-20 05:10:09,Suspicious Activity,Truth idea space seven agreement first want.
01234181-3a82-4b34-a280-e08495d8a440,4d322a61-8477-497b-b0d4-ee1b5f8935e6,2023-08-01 23:35:39,Chargeback,Really call radio tend enough.
25215a69-960a-4eb2-b54c-f10ff12713b2,968b5fc3-a1ec-4c88-bf41-4e086bb4a159,2023-03-05 14:44:17,Chargeback,Positive join score himself stay.
1e48aa39-3a20-48b9-ad9c-672674cd68e6,0b74e1b5-b552-48d2-b4eb-57cbdbb27846,2023-03-31 20:49:05,Suspicious Activity,Me wife live future end hair economic.
59f0e2b6-41fd-4517-9387-a063b41be3f8,842abb4c-30df-47c9-b2f0-58519f18e825,2023-01-24 11:33:03,Suspicious Activity,Head store number.
97420a89-0a5f-4822-8880-6971be859949,2e8d19bf-1fe9-4763-b783-80691b86c541,2023-04-27 20:26:00,Suspicious Activity,Recently happy individual.
9890bf78-90fe-4454-b777-06881fe7c453,e6c9d3bd-dc0a-4956-af51-8cce3766a7da,2023-04-06 07:06:07,Suspicious Activity,Night behavior fish.
dc2d29b1-861f-4dec-bcfa-83c429241078,a4ddc4b5-0a92-4b74-8021-e134cd6a2038,2023-07-29 06:10:17,Suspicious Activity,By who carry others product.
d497c0d9-3d23-48b0-802a-5bea03f21893,da3abf51-5c43-4b1f-aa71-9e02b074ceae,2023-06-20 21:17:25,Suspicious Activity,Computer back keep.
d0edf361-7d24-47af-8564-8ff83d347e36,88d1bf55-ef70-4a50-b7b3-f83ce6d19344,2023-03-07 07:47:31,Suspicious Activity,Four morning while fine two bit.
13a36613-c400-41c4-a16e-e0d315d8090b,16556b7f-1060-44d1-9aeb-74bacb836e42,2023-01-07 07:29:00,Suspicious Activity,Property work property yet must.
fc87b737-036d-4b4c-88bd-f581218ff007,53497ed5-df90-4d1c-a79c-3d434bac7c9c,2023-04-30 16:35:22,Suspicious Activity,Environmental score strong rise can wide other.
a82b315b-0138-46d7-aa5a-7911fec0d106,962c418e-06ca-496b-8f67-bb638bdd2f82,2023-07-08 05:26:32,Chargeback,Health cut probably different trip.
6964d017-c9da-4dbb-a6f8-720d4bd5dc41,ae0ab27a-eafe-4df2-87df-74bee722e54e,2023-06-16 08:25:28,Chargeback,Involve side population hour.
da154ce2-d90a-4088-b938-c59cae4d8d4f,64577f09-c7b4-41b9-a5a1-b4ba1f613067,2023-07-10 09:15:12,Suspicious Activity,Require individual hour necessary evening.
8c0f0b4e-ffc0-40d1-9f87-c4e6798b90d4,8787a455-42c3-4477-a806-b4d06ee35558,2023-07-03 06:33:36,Chargeback,Talk before suggest cut speak often technology.
22dfb777-c0cc-41c9-b933-c9d000374049,50f271f5-e0be-4644-b697-86b9334ecc19,2023-07-10 13:27:19,Suspicious Activity,Safe employee assume anyone need race.
bb9533bd-5990-47cf-aab9-931c086b898a,c5f986ab-d7f1-45c7-a9b1-471406342b23,2023-05-07 21:56:18,Chargeback,Necessary account son seat.
a7783c81-8c72-4a96-8fcd-ec2b49096bde,7ce29e35-d9e1-4412-8706-54b698f5ee3f,2023-02-07 07:24:43,Chargeback,This nor vote.
83f62bdd-c7e3-4f78-8d75-53b3e202238a,19f93273-a667-4834-ad6d-9155dd6c52c6,2023-01-09 14:03:16,Suspicious Activity,Box out as garden already hear within.
82a04df1-e648-4e1a-b480-c238d492ef61,04de9eb0-277d-4356-aee0-6ea162bba8ba,2023-02-02 05:11:00,Chargeback,Long thank money garden remain see.
f62b5274-dad1-4c62-bc32-dfa1e4fed07f,18a4fdd8-4946-4970-8bd4-ebe53cf3b1b8,2023-01-14 14:00:26,Suspicious Activity,Public blue that from not student whom financial.
517122e0-4123-479e-90f0-92c4127c1ce5,3664f880-2ca8-468f-b8ea-6b1ca53cdb46,2023-03-27 09:10:01,Suspicious Activity,That explain research line nation test want.
ab0b9afa-4e3b-4303-9f63-6e45b08d5381,8ce7f2c5-c84c-4012-bc93-8a593d76f208,2023-02-15 22:28:24,Suspicious Activity,Everything area movie center party.
384d5fe1-0dfa-4f6e-a3a1-0cb7a2079bc1,fe002579-4bbb-4044-af8c-4ad11bb92886,2023-07-26 05:45:28,Suspicious Activity,Purpose business daughter hair my.
64983326-051c-4491-b688-d5fda03b98ce,2f3a29b0-0cc8-4079-8aa4-d8b105c5a19d,2023-03-24 07:44:38,Chargeback,Morning put per choose again.
3335c301-2dec-4dda-ba14-7ab1c7214cd3,2c0b7ac4-6c0e-4437-a8c1-13db3e654753,2023-08-15 08:22:43,Suspicious Activity,Color several development compare join.
4273107a-c1af-4e33-9d9c-0aba843be3f2,fc0d0dda-8339-4722-8a27-a981a814c142,2023-07-31 09:41:33,Chargeback,Spend two which everybody.
9beeeee5-3510-4046-8bcb-3ccf3838f3e2,f4adbca8-2d3b-4417-a85e-d0d093655661,2023-04-02 09:50:25,Chargeback,Wind so Congress ability test seek.
2f72e222-ebc6-42fa-975c-7a4078f8aab5,f4423604-6a18-404f-880a-251895ddace0,2023-05-20 22:51:48,Suspicious Activity,Drop save art unit account individual later.
00905dc5-4038-477b-bca0-185346d409eb,205ba266-7856-4c67-a1c0-bb73ebdf5866,2023-03-24 15:44:26,Chargeback,Ahead operation itself.
79fc4ba3-63ff-4780-a002-a5f5121c6fbf,fc6cda22-3011-4172-af7d-a873f658f555,2023-06-27 17:33:21,Chargeback,Which everybody after thus page bar.
03e2d3f7-5b96-42f4-b74d-f0bf074df60d,406e6bbf-9b84-4604-8d63-25da4d6a37b2,2023-06-25 16:56:06,Suspicious Activity,Manage behavior list.
84999b63-c767-420e-bae3-c903863bdd70,fe74e407-a3b8-4025-a8a6-f391c728a2d5,2023-02-13 11:12:01,Suspicious Activity,Though inside while something.
fdb55bb9-54ff-4f0b-bb7b-070186ff3827,4e8d6ab8-ded7-498b-99f0-3df8f2d1bb6c,2023-06-12 18:19:00,Suspicious Activity,Great bed receive indeed southern part window.
a99532fb-be68-43e7-811b-6103105b4bde,b09c49ef-6cdf-4ddd-8e99-b81af5e42151,2023-02-19 10:08:14,Suspicious Activity,Become across always eat.
886a5462-82b3-42ee-b3c6-4e37d3daf206,65adab59-1dcb-4e60-b477-bfce139dac77,2023-07-19 01:24:58,Chargeback,Live would modern pull let one enough of.
da666549-34b9-46c0-9be0-8c397ea3a876,78cef5d9-93f1-4c7d-8faf-5c4d81f7eaa0,2023-02-27 10:30:57,Suspicious Activity,Trade national among turn believe wear goal.
b1f53968-8a84-4bb7-b460-918134e3e2bc,1ceddf04-565c-4991-856f-325d9de89032,2023-07-11 14:06:19,Suspicious Activity,Why probably much center.
042c2c83-4d4b-40ad-84ec-619fc2863a0f,a7a47e72-7575-4d84-89a1-5aae65b6003a,2023-01-06 19:16:59,Suspicious Activity,Process trial too successful hit game child reflect.
aa487198-6078-4494-84e7-93ce550364ec,70cda108-6839-4860-9507-f7ba455f0f23,2023-08-05 19:18:34,Suspicious Activity,History scientist require sound.
0687a8a3-5349-40a5-8364-5593cd4ebd28,ea3f73b3-d5aa-49dd-b0f4-670933af2fb8,2023-05-16 08:07:02,Suspicious Activity,Girl within TV same dream.
95842a70-75cb-4047-943d-e651665cbb7e,85c16a0a-eeaa-4a49-8418-e1e0db48de34,2023-01-07 19:48:09,Suspicious Activity,Simply those science son.
f97927fa-ae82-46d4-b3b7-e7a761984f32,d8c19139-b8b5-4a96-9e35-d90066627e6a,2023-04-20 05:16:27,Suspicious Activity,Debate but while image traditional ball worker.
3cae2e12-2bcd-4fe1-bd68-42273c3c2418,7682360d-79b8-41fe-8b06-9bae6341fa6e,2023-05-17 00:57:41,Chargeback,Least focus professor physical worker.
228cfa07-7534-495e-93fb-03a17c654fcf,02e716d9-0853-4d21-9408-de45dd4e948d,2023-02-14 09:32:42,Chargeback,Success spend student economy by across.
1c716860-8cbc-4fdd-b6aa-9beebc1e2468,baad3a7f-1e22-479e-b4dc-1a0f6f19d382,2023-06-06 05:54:08,Chargeback,Guy agreement reduce moment consider positive.
6f5f2dd4-0290-4c2f-84fe-62285b561c1c,ce8f74bc-45c4-4196-808c-d35467429196,2023-03-14 18:03:00,Suspicious Activity,Choice opportunity identify successful.
09226959-68e7-4c3e-8fa0-79407883fa64,fcaf3324-3768-41a5-8b6e-fb27a9d930a9,2023-07-27 05:34:50,Chargeback,Their be thousand child yes.
f4b144ad-61e6-43cd-b552-488bf5267569,0cb5004b-d6d4-4aac-bafb-484f162c2252,2023-03-26 12:22:55,Chargeback,President including friend lay with practice.
8a14e854-7ac2-4da7-9ea0-feed8a939ccc,9cf91ed0-329e-4ce3-b066-c4d84f6e736d,2023-03-01 08:40:24,Chargeback,Moment guy order his maintain accept responsibility.
f28c70d5-7aa4-4c86-a402-de0c60e1d63d,36f22f47-e313-422d-a8f4-a60746f927a2,2023-04-11 20:05:19,Chargeback,However new site world suggest.
dfe1a963-d8df-4030-a8e0-d0849c638b31,fe9aa286-34f3-4edd-a7e1-bbc9d3cc74dd,2023-05-01 15:27:10,Chargeback,Everyone run argue true final manage.
cc540d01-4077-4bbc-89dd-c45704d6a59e,7778d0d5-5e9d-43d1-b1e7-749389b01313,2023-01-18 09:22:07,Suspicious Activity,Reduce station go.
e814bdc8-aa9b-49eb-9f0c-b9315f2f85ac,0bc26c09-a753-432a-b3a0-5e82e03754c3,2023-06-26 19:20:31,Suspicious Activity,Probably west week state.
da6c91e8-bf42-43a7-a8a1-801d3bfdc7e1,2e005fb4-edbd-4b85-9daa-a3a63dac7b85,2023-04-19 04:41:22,Suspicious Activity,Teach mean certainly clearly.
99a490ed-0b93-4a0b-a3e3-0c3f8e8b9cec,78a4d0ea-7677-4aab-80d6-4fd480bf6d1e,2023-05-28 08:03:40,Suspicious Activity,Body seem sometimes political fill page mention.
95b4ba7e-6d1f-404d-a52b-4ddc97c01c4b,314414a4-5da9-4ce6-96a1-919b1becfc93,2023-06-01 07:58:22,Suspicious Activity,Impact sure hold movement college near.
7b0d8ad5-59cc-4ae8-8c09-e8848f2ea6ac,424d0416-a3f1-4bbb-8ae9-905152967af6,2023-01-27 20:39:26,Chargeback,Keep whether society another relationship morning.
952f17e6-1c2e-4d9e-8526-7b746d84b669,498aeced-fe1f-488a-a4ec-763620379f2a,2023-05-14 00:41:24,Chargeback,Full lot boy there deal.
61e5d12d-13a5-49c0-9344-23fc4a369522,5c3c681b-fe34-4818-bbf0-65bcb9cebdb1,2023-06-12 19:41:36,Suspicious Activity,Tonight describe continue same represent.
6c1c7492-dd59-4680-9615-9bc7eba6a1bf,e1b9f792-d6d0-44a8-b542-12556f7a7fb7,2023-02-25 17:18:05,Chargeback,Up image modern price.
bc62a8db-6e04-403f-959f-53754cc09a3d,acb33fc2-c698-47d8-848f-fff690a8fc4c,2023-01-03 15:07:22,Suspicious Activity,Start market himself sea.
40e64394-ec44-45e1-9ba2-56280c88c8a2,77fbe9de-b8a8-4013-bb38-e00509a03c99,2023-08-01 00:26:04,Chargeback,Doctor make note human which raise suffer.
10a03769-8f6d-4e12-9221-1bc8af4596e6,4ea3a0c4-3f8f-4389-8b99-e05792d79841,2023-06-13 21:17:22,Chargeback,Maybe during our.
6f143f39-738a-41ae-9cb6-e9be8b90c96a,eab3754b-5ccc-4c6e-ac17-b25e71a1b528,2023-07-29 13:53:15,Suspicious Activity,Staff itself size everybody respond after.
b9fe2e20-e5f6-4ed8-8bd1-7b2cb2f4bd6f,9c476887-88f9-41fb-8256-bf00c39094fd,2023-08-09 07:34:07,Chargeback,Though under fly off attention cut.
3cf4e343-cd4a-40e9-8399-4769f14cef00,c7bf517b-cd46-4a2b-88f6-1fd3393245d8,2023-05-26 06:25:52,Suspicious Activity,While nor nature focus without would.
448ea6cb-7af9-4653-8292-89aacfa35826,f7041296-21c4-4848-a57e-5422c700d3f5,2023-04-08 01:07:27,Suspicious Activity,Democratic mean human here these realize.
110cca0d-ab90-4709-84f8-8f5ffd243026,62831af1-432f-4631-8245-b358eff426e2,2023-01-28 02:02:29,Chargeback,Should young not job leader.
78edacbb-0347-409a-a868-0a7c4b3107bc,205a6e67-1813-4ddc-9c3d-45c26dba4351,2023-03-23 06:07:25,Suspicious Activity,Design arrive lead history action check wide help.
52d1c57a-582b-4397-946c-8dd4d1ba8a7c,4f472c56-17a2-46cb-988f-3a46f63abfa7,2023-05-21 19:33:33,Chargeback,Reach she score question actually available.
8b3d5604-0cbf-49b0-a11b-cd7f05005f2e,b4dc258a-08e3-4747-86d5-5a3edb92461a,2023-06-30 01:02:58,Suspicious Activity,Dark effort whom return idea effect.
9ccdf581-5b7e-43ba-9385-fabf5317ee9d,ef5651f3-61e9-413e-ad9e-70f31f94b834,2023-03-02 21:20:35,Suspicious Activity,Benefit main officer protect.
befd7451-602a-4e21-8b77-c432d5105d6e,5de4aca6-f7c9-43f1-a4c9-18c8cd9d332d,2023-07-25 16:21:30,Suspicious Activity,Something mind send issue community fear.
b2f0b490-24c3-46d8-9482-1cf7444cdcfb,633eafe4-d2fd-42ec-bf04-84b28532bb6b,2023-07-29 16:22:03,Suspicious Activity,Win successful true suddenly.
17e5f97f-fd3d-4a5a-a188-fdf19e26fabc,bf139405-a208-4466-a348-195bdfc0ad3d,2023-08-12 05:55:21,Chargeback,Common scientist once only big.
555187bb-d42b-44f6-b0cf-2de37573df75,f9c8074f-208f-4f2e-abdb-e06e18624c0c,2023-01-01 14:39:11,Chargeback,Program trade our Mrs sort memory class.
c9a17d5e-c9c6-418c-8fcb-0c69d98326af,556a5a4a-ef40-4e16-992f-f71557e66d47,2023-04-22 10:20:50,Suspicious Activity,Here financial million hour.
72cca5a6-cf26-42e3-9059-e07d4820ccd6,3ab94a88-5aca-4a49-8238-1f8c034ade8d,2023-01-06 16:12:53,Chargeback,Clearly up staff against style throughout collection.
23bb81f0-3b1f-43e8-adba-0eb4a3405558,8ebfa41e-4428-4fd3-9512-f6ebe468d0fc,2023-04-13 09:02:29,Chargeback,Especially officer most reason.
6a01f67b-5c19-412a-8a2d-0b120285b36f,a69d0af2-ac9c-4b85-aa45-f00fe9548e1c,2023-07-01 01:42:38,Chargeback,Matter break art election brother.
bea17480-2a38-42b9-b395-8d1b70d0bb63,37cbd135-46e6-4223-a27b-f69e1a4cb081,2023-05-13 22:40:29,Chargeback,Rest order general space prevent.
2cfbb2a6-0373-4053-917d-fbe9eba8ee32,dbac75fb-7ea7-4211-a657-4d3ca076ebea,2023-05-18 12:58:58,Chargeback,Difference several day will.
ccabf02f-00b2-4ba5-9c62-1b938bab6906,8605e3f9-1b03-4b66-92ab-196a7ee74043,2023-08-01 04:53:08,Suspicious Activity,Tell usually in pass.
4311dfca-8332-4c11-aefd-b2fdc2e04c18,b57ab8e8-3aec-47f5-97ea-cbf3239add59,2023-02-09 18:54:29,Suspicious Activity,Concern laugh with room article.
9623734a-8662-4470-abd1-b81c33a03f1d,ed3567c3-72ea-4ee6-814e-2b6ffa1f5d99,2023-04-12 15:36:17,Suspicious Activity,Put build including save.
ca17b1f3-fc29-4191-bb9b-f595d6c24e0f,1ec94a83-50b1-47ca-ad78-c0dfccff9e84,2023-05-08 14:57:48,Chargeback,Explain lay mouth walk easy everyone kitchen.
2bcc2fd6-2fdd-4252-a278-363e8ab45a7c,4e28bb54-af68-4892-9861-3e3cdb411c39,2023-01-17 05:01:13,Suspicious Activity,Pretty war position from floor.
d51c4800-5545-4aa4-91ae-307edaf3af92,3ab8cc26-f23a-45a1-a87c-0d2d7a90ee4b,2023-06-18 06:43:07,Chargeback,Bring occur thought guess western great wrong.
c09bd58e-1abd-40c1-b04e-2c2e9bc6fca1,cf3650f7-9682-4c2d-ab65-a859f2a07ed1,2023-01-18 18:36:14,Suspicious Activity,Per reach decision themselves memory perform everybody.
f8d08c19-5e5c-467b-9292-c870c3b6aa35,deda1c6d-b4ac-4d87-838c-e2d0880de273,2023-05-27 15:31:43,Chargeback,President beautiful agent change.
